"Country.Name","Program.Name","FY1950","FY1951","FY1952","FY1953","FY1954","FY1955","FY1956","FY1957","FY1958","FY1959"
"Albania","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Title II",NA,NA,NA,NA,NA,NA,6557,5057727,613734,4233098
"Angola","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other USAID Assistance",NA,NA,NA,NA,NA,NA,655687,NA,613734,152391522
"Argentina","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Title I",NA,NA,NA,NA,NA,15472854,104254154,NA,NA,NA
"Armenia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Economic Support Fund/Security Support Assistance",5360564,157711234,167638418,367012639,4759318282,437276300,NA,NA,20253227,NA
"Asia (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Inactive Programs",186088162,248558720,240281733,133770962,14917367,12109190,10490984,5057727,4909873,6047283
"Asia (not specified)","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Other USAID Assistance",NA,5814239,4183976,7546054,10170932,37673035,3278433,13276534,138703916,6047283
"Asia (not specified)","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Title I",NA,NA,NA,NA,NA,13454655,15736476,NA,NA,NA
"Asia (not specified)","Title II",NA,NA,698493,6860,6781,2018198,5245492,18966477,20873098,7256739
"Asia (not specified)","Voluntary Contributions to Multilateral Organizations, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Inactive Programs",7658,7268,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Other USAID Assistance",1292661803,861960941,812347834,341630456,-18307678,4036397,2622746,1896648,1227468,604728
"Austria","Title I",NA,NA,NA,NA,NA,10090992,95074543,59428295,NA,NA
"Austria","Title II",NA,NA,12572881,1372010,18307678,38345768,70158456,20230909,150364865,6047283
"Azerbaijan","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Title II",NA,NA,NA,NA,NA,NA,655687,632216,613734,NA
"Bahrain","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Inactive Programs",5360564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Other USAID Assistance",1755201927,434614370,64261394,7546054,-1356124,6727,6557,NA,NA,NA
"Belgium","Title II",NA,NA,6985,NA,6781,6727,655687,632216,6137,NA
"Belize","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Other USAID Assistance",NA,NA,NA,NA,NA,NA,6557,632216,613734,604728
"Belize","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Title II",NA,NA,NA,NA,NA,NA,2622746,638538,613734,604728
"Benin","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,604728
"Bhutan","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,150152210,126443182,116609487,102803804
"Bolivia","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Inactive Programs",3828975,3633899,NA,NA,54244973,NA,NA,NA,NA,NA
"Bolivia","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Other USAID Assistance",NA,NA,10477401,8918064,50854662,74000605,16392163,20863125,20866961,45354620
"Bolivia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Title II",NA,NA,6985,NA,2034186,107637243,17703536,25288636,NA,2418913
"Bosnia & Herzegovina","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Inactive Programs",6126359,8721359,NA,102900740,678062,2018198,3278433,41726250,NA,6047
"Brazil","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other USAID Assistance",NA,NA,18160829,21952158,16951554,20181983,23604714,28449716,33755378,53820815
"Brazil","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Title I",NA,NA,NA,NA,NA,NA,198017325,684689830,NA,NA
"Brazil","Title II",NA,NA,NA,NA,NA,16818319,35407071,12012102,22094429,18141848
"Brunei","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
