"Country.Name","Program.Name","FY1980","FY1981","FY1982","FY1983","FY1984","FY1985","FY1986","FY1987","FY1988","FY1989"
"Albania","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","Title II",NA,NA,NA,NA,NA,488327,NA,NA,NA,NA
"Angola","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","Title II",14656342,8241425,4688445,2044837,5071427,7589785,5838241,5827693,6808514,3571393
"Antigua and Barbuda","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,320017
"Argentina","Inactive Programs",NA,NA,NA,NA,76276,NA,NA,4117299,NA,NA
"Argentina","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,598405,499227
"Argentina","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other Active Grant Programs",NA,NA,120836,86809,159994,NA,8806,NA,NA,664036
"Argentina","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,978455,81270425,50551852,60334138,125704378
"Asia (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,80630,NA,NA
"Asia (not specified)","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Narcotics Control",47279,970465,350425,233420,316267,495534,426200,NA,166223,160009
"Asia (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,239518,255616,166223,44802
"Asia (not specified)","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Other USAID Assistance",42158257,29862794,46159428,39880109,43092242,12027972,22933807,61579350,62598102,68760508
"Asia (not specified)","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,1296070
"Asia (not specified)","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asia (not specified)","Voluntary Contributions to Multilateral Organizations, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,1482713,2192118
"Bahamas, The","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Other Active Grant Programs",NA,NA,NA,NA,44649,NA,36984,NA,NA,NA
"Bahamas, The","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,40712595
"Bangladesh","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Other USAID Assistance",189775985,172144653,149879180,152205322,143304077,136162045,125952779,137907208,81579161,84178939
"Bangladesh","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","Title I",175876099,108666312,128891946,115745492,126506604,170283644,144415005,151139177,74800568,128006903
"Bangladesh","Title II",6110749,46556521,68614822,64481814,89685741,63298665,56054156,35369312,25370690,36209953
"Barbados","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,41556,630434
"Barbados","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Other Active Grant Programs",281307,587444,NA,9645,113484,68474,NA,NA,NA,NA
"Barbados","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,33245,400022
"Barbados","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbados","Title II",352225,118349,94655,NA,NA,NA,NA,NA,NA,NA
"Belarus","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Economic Support Fund/Security Support Assistance",NA,NA,NA,19290915,NA,25227206,4489193,9255345,NA,NA
"Belize","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,1343086,320017
"Belize","Other Active Grant Programs",16547,535800,604181,106100,106042,448684,336381,418592,480386,516828
"Belize","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Other USAID Assistance",NA,NA,NA,12919126,7209016,15321924,12211874,12971207,12466761,12160656
"Belize","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize","Peace Corps",1938419,1609553,1256696,2042908,2775704,4468819,4159857,4450114,4275268,3912211
"Belize","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,12801
"Benin","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,542429
"Benin","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","Other USAID Assistance",6210034,10128561,NA,NA,NA,693748,406828,392859,334109,NA
"Benin","Peace Corps",420779,2085102,2692633,2025546,2115265,2290270,2220821,2738004,3038565,2640142
"Benin","Title II",2110986,3957175,1925323,958758,3519860,2580383,2127480,2063796,2734376,4161824
"Bhutan","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","Title II",1928964,714400,904258,1767048,2104102,207223,926369,751407,1748671,732840
"Bolivia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,12639835,12888861,12998676,18961022
"Bolivia","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Inactive Programs",NA,357200,NA,NA,NA,NA,NA,NA,6648939,NA
"Bolivia","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Narcotics Control",512972,430362,483345,3318037,4967245,2769587,6824490,21512886,24933523,16000863
"Bolivia","Other Active Grant Programs",1477454,1194254,1907198,1371584,1758070,2151520,265935,344824,553524,684837
"Bolivia","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,248013
"Bolivia","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Other USAID Assistance",10654215,4919033,4275588,21958849,97387761,33126926,55027400,36384913,49303548,39378123
"Bolivia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","Title I",40895921,NA,20139367,62502566,18603912,36038866,35223172,41001434,33244697,27201467
"Bolivia","Title II",17585246,20515339,12895236,32391376,22454922,17111254,21456195,21681009,24680863,26055805
"Bosnia & Herzegovina","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia & Herzegovina","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Economic Support Fund/Security Support Assistance",30731039,23368637,22121080,19290915,1488313,18199628,18789801,9987881,969083,NA
"Botswana","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,192010
"Botswana","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,1369674
"Botswana","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","Other USAID Assistance",NA,NA,845853,NA,18603912,NA,5274670,102932,20049877,14018356
"Botswana","Peace Corps",2732699,2829628,3045072,2974659,2812912,3495770,4931244,5709321,6195149,6177933
"Botswana","Title II",12157672,11535844,6063963,3464648,14970568,21048500,10459521,13422394,14032586,2094513
"Brazil","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Inactive Programs",NA,NA,120836,NA,NA,NA,NA,NA,NA,NA
"Brazil","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Narcotics Control",NA,430362,604181,482273,NA,1351457,1215199,5704174,3889630,320017
"Brazil","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other Active Grant Programs",NA,NA,NA,NA,14883,NA,5283,NA,689827,1246467
"Brazil","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Peace Corps",2283553,636935,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Title II",3229123,1194254,682725,150469,40929,NA,NA,3544308,86436,1966506
